Text,Language
" Qoqqowu giddoonni hojji annimma hundaanni hee?ranno mininna wolu jajjinni afi?nanni eo aana gabbaro murtanno; gamba assitanno. Hattono, qoqqowu mootimma annimma hundaanni noo minenna wole jajja kiraho aatenni eo gamba assanno.",Sidama
"Qoqqowu mootimma annimma hundaanni noo latishshu uurrinshubbawiinni daddalu tirfe gabbaro, somametenni afi?nanni eo gabbaro, ?ternoverenna eksaysete takse? murtanno; gamba assitanno.",Sidama
Qoqqowu giddo afantanno hojji daddalaanonna afidhanno daddalu eo gabbaronna tern-overete taakise murtanno; gamba assitanno.,Sidama
Qoqqowu giddo way aana assinanni hodhishshinni afi'nanni eo aana gabbaro murtanno; gamba assitanno.,Sidama
 Qoqqowu giddo uynanni tajetenni horoonsi?rate maareekkora buuxote horo aana tembirete qaraxo murtanno; gamba assitanno.,Sidama
 Dubbu jiro royalitete baatooshshe murtanno; gamba assitanno.,Sidama
Qoqqowu mootimma bisubba uytanno fajjonna owaante baatooshshe murtanno; gamba assitanno.,Sidama
 Federaalete mootimma ledo:,Sidama
" Uurrinsha daddalunni afidhanno tirfe aaninninna uurrinshate miilla tirfete aaninni iillannonsa qoodi aaninni gamba assinanni gabbaronna lexxote hornyi taakise (VAT), woy ternoverete taakise (ToT) seeru garinni beeqqitanno.",Sidama
"Jajjabba shiilote, peetiroleemetenna gaazete loossawiinni gamba assinanni eote gabbaronna royalitete baatooshshe seeru garinni beeqqitanno.",Sidama
Qoqqowu Amaale Mini Miilla Lainohunni,Sidama
" Amaalete Mini miilla daga baala hanqafinoha, faffote, dhaaddote, gara ikkinonna huuro dahotenni uynanni amanyootinni ontu ontu dirinni dagatenni doorantanno.",Sidama
Amaalete Mini miili dooramannohu ?mittu doorshu qarqari giddo wolootu ledo heewisame rooriidi huuro afi?rinohu dooramanno? yaanno doorshu amanyootinniiti.,Sidama
Amaalete Mini miilla kiiro 190 sainokkita ikkitanno.,Sidama
Amaalete Mini miilla kiiro 190 sainokkita ikkitanno.,Sidama
Amaalete Mini miilla qoqqowu daga baalunku lekkisaanooti.,Sidama
"Ayno Amaalete Mini miili Amaalete Mini gambooshshira woranno hedo kaiminni qaxxaro dishiqqannosi, hattono gashshootu qaafono diadhinannisi.",Sidama
Ayno Amaalete Mini miili jawa jaddo loosanna darganko iilline amandisiro ikkinnina Amaalete Mini fajjo nookkiha diamadamanno; jaddote qaxxarono dishiqqannosi.,Sidama
Ayeno Amaalete Mini miila doortinosi daga huluullanturo seerunni worranni amanyootinni Amaalete Mini miilimmasinni hoola dandiitanno.,Sidama
Amaalete Mini Biilloonyenna Loosu Qeecha,Sidama
Konni Bayriidi Seerira worroonni garinni Qoqqowu Bayriidi Seeranna wole seera fushshannohu Qoqqowu Amaale Mineeti.,Sidama
"Itophiyu Federalete, Dimokiraasete Rippaabilike Bayriidi Seerira worroonnihu noo gedeenni hee?reenna qoqqowoho giddooydi hajubba lainohunni Amaalete Mini jawiidi polotiku annimma biilloonyi noosi.",Sidama
Konni quwira cinaanchu quwi (1)-nna (2) hunda worroonnihu xaphoomu biilloonyi noo gedeenni hee?reenna Amaalete Mini konni woroonni nooti addi gari biilloonyinna yawo noosi,Sidama
Konni Bayriidi Seerira qoqqowu biilloonye lainohunni worroonni garinni qoqqowu hajubbara babbaxino seera fushshanno,Sidama
"Dagate batinye, qoqqowu hala?linye, dagoomunna miinju ikkito hedote giddo woratenni qooqqowu giddo wole gashshootu taqqa uurrisanno",Sidama
Federaalete mootimma biilloonyi agaramino gedeenni hee?reenna qooxxeessu qoqqowu mootimma ledo assinanni sheemaate kaajjishanno;,Sidama
Doorsha qeeltino woy roore huuro afidhino polotiku uurrinsha woy uurrinshubba miilla ikkitino Amaalete Mini miilla meereerinni umisiha qara songaafichanna layinki songaaficha doodhanno; Amaalete Mini loosira hasiissannota uurrinshunna harancho yanna komite somanno,Sidama
Amaale Mini miilla giddonni qoqqowu pirezidaanticha doorshunni somanno hattono qoqqowu pirezidaantichi shiqishanno jeefisiisaanote amaale mini miillanna wole biilto somme kaajjishshanno,Sidama
"Qoqqowu pirezidaantichi shiqishannota Qoqqowu Xaphoomu Yoo Mini pirezidaantichanna layinki pirezidaanticha, qaranna layinki odiitere mootoonsanno",Sidama
Odiitetenna wole illaallishshu bisubba uurrissanno;,Sidama
Qoqqowu keerinna ga?labbo agarate hasiissannota ga?labbotenna poolisete bisubba uurrisanno,Sidama
Qoqqowu mootimmata dagoomunna miinju pirogiraame kaajjishanno,Sidama
"Qoqqowunnita eote bu?a la??anno seera fushshanno, Qoqqowu baajeette xiinxalle wonsanno",Sidama
"Dagoomu owaante hala?lara, rakkino miinju latishshi lophoranna dimokiraasete amanyooti kaajjillira hasiissanno uurrinshubba uurrisanno",Sidama
Qoqqowu mootimmara uynooni eote buera gabbaronna wole taakise muranno;,Sidama
Qoqqowu mootimma loosaasine galtinote garanna loosu ikkito laino seera fushshanno,Sidama
Konni Bayriidi Seeri giddo quwa 46 cinaanchu quwi (2) (h) hunda worroonni garinni wiinamu yanna lallawa fushshanno;,Sidama
Qoqqowu pirezidaantichanna wole biilto woshshite xa?mitanno. Qoqqowu jeefisiisaanote amaale mini loosonna loosinsa ha?rinsho qorqoranno,Sidama
Qoqqowu Amaale Minira umisihu borrote mini hee?ranno,Sidama
Borrote mini biilloonyenna loosu qeecha seerunni murranni,Sidama
Songaafichunniti loosu yanna Amaalete Mini loosu dirooti.,Sidama
Songaafichu Biilloonyenna Loosu Qeecha,Sidama
Amaalete Minita uurrishshatenna wiinamu gambooshshe woshshanno hattono massaganno,Sidama
Babbaxxitino hajora Amaalete Mine lekkisanno,Sidama
Amaalete Mini Borro Mine qineessanno; hattono Amaalete Miniha xaphoomu gashshootu looso roorrimmatenni massaganno,Sidama
Amaalete Mini miilla aana adhinannita amanyootu qaafo harunse jeefisiisanno,Sidama
Amaalete Mini aannosiha wole looso loosanno,Sidama
Songaafichu aannosi looso loosanno,Sidama
Songaafichu nookki woy loosara dandaannokki yannara iso riqiwe loosanno,Sidama
Amaalete Mini ajanni ajeenna dirunni lame hige uurrinshu gambooshshe assanno,Sidama
Amaalete Miniti loosu yanna onte dirooti. Loosu yanna gooffara mittu agani albaanni haaru doorshi ikka noosi. Albiidi Amaale Miniti loosu yanna gooffunku mittu agani giddo haaru Amaalete Mini loososi hanafanno.,Sidama
"Amaalete Mini gambooshshi faajjete ikkanno. Ikkollana, gambooshshe daheessinanni gede Amaalete Mini miilla woy qoqqowu Jeefisiisaanote Amaale Mini xa'manno yannara bocu aleenni ikkitanno Amaalete Mini miilla xa'mo irkissuro gambooshshe daheessinara dandiinanni",Sidama
Amaalete Mini miilla giddo sase anganni lame anga leelturo gambooshshu guutaho yinanni,Sidama
Amaalete Mini miilla giddo sase anganni lame anga leelturo gambooshshu guutaho yinanni,Sidama
Amaalete Mini loosunna seera fushshate ha?rinsho lainohunni tittirshu seera fushsha dandaanno,Sidama
Qoqqowu Mootimmata aliidi jeefisiisate biilloonye uynoonnihu pirezidaantichahonna jeefisiisaanote amaale miniraati,Sidama
Qoqqowu jeefisiisaanote amaale mini miilla mootimmate looso lainohunni gutunni uytanno muroranna gumulora gutu xa?mamooshshi noonsa,Sidama
"Jeefisiisaanote amaale mini pirezidaanticha, layinki pirezidaanticha, biirote woy borrote Mini sooreeyyenna seerunni murranni wole bisubbano hanqafanno",Sidama
Jeefisiisaanote amaale mini massagaanchi Qoqqowu pirezidaantichaati,Sidama
Jeefisiisaanote amaale mini hundaanchimma Qoqqowu Pirezidaantichiraati,Sidama
"Konni quwira cinaanchu quwi (3) aana worroonnihu noowa hee'reenna, jeefisiisaanote amaale mini gumulo lainohunni Qoqqowu Amaale Mini hundaanchooti",Sidama
"Qoqqowu amaale mininninna federaalete bayriidi seeri kaiminni federaalete mootimmanni fulino seeranna sayinsoonni gumulo loosu aana hosase buuxanno, biddissa fushshitanno",Sidama
Seerunnni murranni garinni qoqqowunnita jeefisiisaanote bisubbanna wole uurrinshubba tantano lainohunni gumulo aanno; loosonsa ha?runsanno; biddisanno,Sidama
Qoqqowunnita diru baajeette qixxeessanno; Qoqqowu Amaale Minira shiqishe wonsiise loosu aana hossanno gede assanno,Sidama
"Qoqqowunnita miinjunna dagoomu latishshi polisenna istiraateeje qixxeessitanno, safote seera Qoqqowu Amaale Minira shiqishe wonsiise loosu aana hosiisanno",Sidama
Qoqqowu giddo seerunna amanyootu agaramasinna ayirrisamasi buuxanno,Sidama
Qoqqowu Amaale Mini aanno lekkishinni wodho fushshanno,Sidama
"Konni Bayriidi Seerira quwa 48 cinaancho quwa (3) (p) hunda Qoqqowu Amaale Minira uyinoonni biilloonyi noowa hee?reenna, Qoqqowu Amaale Mini gamba yaannokki yannara qoqqowu giddo fayyimmate qarrinna hedeweelcho kalaqamu dano iillituro wiinamu yanna lallawa fushshe loosu aana hosiisanno",Sidama
Konni Bayriidi Seerira quwa 59 cinaanchu quwi (3) (d)-nna (e) garinni Qoqqowu Amaale Mine shiqqe mootoo?mitanno sooreeyye sontanno,Sidama
Qoqqowu Amaale Mini aannoha wole loosu qeecha loosanno.,Sidama
Qoqqowu Pirezidaantichi doorshunni qeeltino woy roore huuro afidhino polotiku uurrinsha woy uurrinshubba shiqishaanchimmanni Amaalete Mininni somamanno.,Sidama
Konni Bayriidi Seerinni wolu garinni wora hoongiro pirezidaantichunniti loosu yanna Amaalete Mini loosu dirooti.,Sidama
Pirezidaantichu hundaanchimma amaalete miniraati.,Sidama
Pirezidaantichu qoqqowu mootimma loosu jeefisiisaanchootinna jeefisiisaanote amaale mini massagaanchooti.,Sidama
"Konni quwira cinaanchu quwi (2) hunda worroonnihu agarame hee?reenna, pirezidaantichu:",Sidama
Qoqqowunniha jeefisiisaanote amaale mine qineessanno; lekkisanno.,Sidama
Qoqqowu amaale mininna jeefisiisaanote amaale mini lekkishshu biilloonyinni fushshanno seeranna wodho Affini Gaazeexira lallawantanno gede 15 barri giddo malaatise soyanno. Konni barri giddo malaatisa hoogirono seeru loosu aana hosanno.,Sidama
"Qoqqowunnihu jeefisiisaanote amaale mini fushshanno polise, wodho, biddissanna sayissanno gumulo loosu aana hosase ha?runsanno.",Sidama
"Qoqqowu xaphoomu yoo mini pirezidaantichanna layinki pirezidaanticha, qara odiiterenna layinki odiitere, Qoqqowu jeefisiisaanote amaale mini miilla ikkitanno biirote biilto doore Qoqqowu amaale minira shiqishe mootoonsiisanno.",Sidama
Qoqqowunniha layinki pirezidaanticha Qoqqowu Amaale mini miilla mereerini woy miila ikkinokkiha doore amaalete minira shiqishe mootoonsiisanno.,Sidama
"Qoqqowu jeefisiisaanote amaale mini miilla ikkitinokkire wole Biirote biilto, layinki biirote Biilto, komishiinerootanna wole loosu sooreeyye doore mootoonsanno.",Sidama
Zoonete qaranna layinki gashshaano; hattono wole zoonete loosu sooreeyye mootoonsanno.,Sidama
"Qoqqowu hobbaate agarsiisate, seeranna amanyoote ayirrisiisate uurrinsoonni adawunna poolisete wolqa aliidimmatenni massagannonna illaallisanno.",Sidama
"Qoqqowu giddo afantanno zoonete, woradunna olluu jeefisiisaanote amaale mini looso aliidimmatenni massaganno; qineessanno; illaallisanno.",Sidama
Seera kaima assino garinni jaddote huluullammoonnirira woy hunaanora gato aano.,Sidama
Bayriidi Seera ayirrisanno ayirrisiisanno.,Sidama
Amaalete Mini aannoha wole loosu qeecha loosanno.,Sidama
Pirezidaantichunna jeefisiisaanote amaale mini badde aano loosu qeecha loosanno.,Sidama
Pirezidaantichu hee?rannokki woy loose dandaannokki yannara riqiwe loosanno.,Sidama
Layinki pirezidaantichi pirezidaantichu hundaanchooti.,Sidama
Pirezidaantichu borro mini jeefisiisaanote amaale mini borro mineno ikke horo aanno.,Sidama
Borrote mini pirezidaantichunni gaamamanno sooreessinni massagamanno.,Sidama
Borrote mini sooreessi pirezidaantichaho hundaancho ikke:,Sidama
Borrote mine mannu wolqanninna hasiisanno udiinnichinni kaajjishanno.,Sidama
Jeefisiisaanote amaale mini tajubba ragunni amadanno; agaranno.,Sidama
Jeefisiisaanote amaale mini songaale ragunni amadamase buuxanno.,Sidama
Pirezidaantichu aannoha wole looso loosanno.,Sidama
Qoqqowunnihu hira e'nannikki yoo aanno bisi konni Bayriidi Seerinni uurrino.,Sidama
Yoo aate biilloonye rosamino yoo mininni woy seerunni yoo aate biilloonye uynoonni uurrinsha gobbaanni qolanohunna seerunni worroonni yoo aate amanyoote ha'runsannokkihu baxxino woy uurrinshiweelu yoo mini diuurranno.,Sidama
Konni Bayriidi Seerira quwa 33 cinaanchu quwi (5) hundaanni worroonni garinni amma?note woy budu yoo mine uurrisa woy afamooshshe aa dandiinanni.,Sidama
Qoqqowoho yoo aate biilloonyi yoote mini callunniho.,Sidama
"Deerru deerrunkunni hee'ranno yoo mini mootimmate bisi, biiltote, woy wole aye hekkonni woy hi?ra eatenni agaraminoho.",Sidama
Yooaanchu loososi aye dani hekkonna hi?ra ea nookkiha loosanno. Seera agurranna wole ikkitonni dimassagamanno.,Sidama
Ayi yooaanchino wonsote dirisi iillara albaanni konni woroonni worroonnihu gobbaanni yoo aate loosinni dikayinsanni.,Sidama
Yooaanote Gashshooti Songo Yooaanchu:,Sidama
Yooaanote gashshooti songo gumulo amaalete minira shiqqe roortino huuronni kaajjituro.,Sidama
Konni quwira cinaancho quwa (4) garinni yooaanchu yoo aate loosinni ka''anno huno loosino yite yooaanote gashshooti songo ammanturo hajo amaalete mine shiqqe gumulanta geeshsha loosunni ittisamanno.,Sidama
Aye yooaanchita wonsote yanna diseedinsanni.,Sidama
"Qoqqowunnihu yoo aate bisi xaphoomu, aliidinna umi dirimi yoo mine ikke tantanamino.",Sidama
"Qoqqowu hajo aana uynoonni goofimarchu gomulora qara seeru so'ro heedhuro keedotenni la""ate roorreenyi noosi. Tittirsha seerunni murranni.",Sidama
"Qoqqowu aliidi yoo mini Qoqqowu roorre hundanni noo haja lainohunni umi dirimi roorre noosi. Hattono, Qoqqowu umi dirimi yoo mini lae gumulino hajo aana kado macciishshatenna gumulate roorreenyi noosi.",Sidama
Umi dirimi yoo mini qoqqowu woriidinna kaimu yoo aate bisooti.,Sidama
Qoqqowu xaphoomu yoo mini yoo aate bisi looso ha'risanno baajeete qoqqowu amaalete minira shiqishe mursiisi'ranno; murroonni baajeetteno annimmate massaganno.,Sidama
Qoqqowu xaphoomu yoo mini pirezidaantichanna layinki pirezidaanticha Qoqqowu mootimma pirezidaantichi shiqisheenna amaalete mini biilonsanno.,Sidama
"Qoqqowu xaphoomu, aliidinna umi dirimi yoo mini yooaano qoqqowu yooaanote gashshooti songo shiqishsheenna qoqqowu amaale mini biiloonsanno.",Sidama
"Konni quwira cinaanchu quwi (2) hunda worroonnihu noo gedeenni hee?reenna, kuni Bayriidi Seeri loosu aana hosara albaanni seeru fajjanno garinni mootoo?me yoo aate loosi aana afamanno yooaanchi mootoo?mino yoo mini deerrira konni Bayriidi Seerinni mootoonsinoonnihu gede kiirranni.",Sidama
Yooaano rooriidi huuro afidhino qoqqowu yooaanote gashshooti Songo uurritanno.,Sidama
Qoqqowu xaphoomu yoo mini Pirezidaantichi songote massagaancho ikkanno.,Sidama
"Songote miilla, loosinsa qeechanna biilloonye lainohunni tittirshu seeri fulanno.",Sidama
Bayriidi Seeri yekkeero gumulo afidhannohu:,Sidama
"Mittu mittunku woradi amaale mininni mittu miili,",Sidama
"Amaalete mini noosi quchuminni mittu amaalete mininni mittu miilinna,",Sidama
Hawaasi quchumi amaale mininni sase miilla lekkisantino Bayriidi Seera tirate komishiinenni ikkanno.,Sidama
Komishiine Qoqqowu Bayriidi Seeri Hajubba Buuxaancho Songonni shiqqanno gumulote hedo aana torbite hajo shiqquhunni kayse noo 60 barri giddo gumulo uytanno. Tittirsha seerunni muranni.,Sidama
Komishiinete loosu yanna onte dirooti.,Sidama
Komishiine umiseha massagaanchonna borreessaancho miillate mereerinni doodhitanno. Loosoho hasiisanno borrote udiinnenna woxu irko qoqqowu amaale mininni afidhanno.,Sidama
Qoqqowu Bayriidi Seeri hajubba buuxxanno songo konni Bayriidi Seerinni uurritino. Hundaanchimaseno Bayriidi Seeri Tiro Komishiineraati.,Sidama
Qoqqowu Bayriidi Seeri hajubba buuxxanno songora tonaa mitte (11) miilla heedhanno. Miillanno aante nooreeti:,Sidama
Bayriidi seeri hajubba buuxaancho songo yekkeersiissanno Bayriidi Seeri hajubba buuxate roorreenyu noose. Assitanno buuxonnino qoqqowunniha bayriidi seera tira hasiisse leelturo hajote aana gumulate hedo qixxeessite Bayriidi Seera tirtanno Komishiinera shiqishshanno.,Sidama
"Qoqqowu mootimma bisubbanni fultanno seerubba, wodhonna biddissuwa konni Bayriidi Seeri ledo kiphantanno yitanno xa?mo aye ikkitonni ka?uronna hajo la?anno yoo mininni woy hajamaanotenni shiqquro Songo buuxxe jeefote gumulora Komishiinete shiqishshanno.",Sidama
"Bayriidi Seeri tiro xa?mo yoote minnanni shiqquro, songo:",Sidama
Bayriidi Seeri tiro hasiissanno xa?mo noota ammanturo gumulote hedo Komishiinete shiqishshanno.,Sidama
Komishiinete gumulo jeefonnita ikkitanno,Sidama
Zoone qoqqowu giddo afantanno bikka woradunna quchumu gashshoote hundaseenni hanqaffino gashshootu taqaati.,Sidama
Zoone qarunna layinki gashshaanonni massagantanno.,Sidama
Zoonete gashshooti qoqqowu mootimma woroonni tantanamino jeefisiisaanote bisooti.,Sidama
Zoonete gashshooti galannohu qoqqowu pirezidaantichinna jeefisiisaanote amaale mini hundaanniiti.,Sidama
Zoonete gashshooti konni woroonni xawinsoonni biilloonyinna loosu qeechi noosi:,Sidama
"Qoqqowu amaale mininni fulino seeri, polise, lallawi, wodho, biddisuwanna muro zoonete giddo loosu aana hosansa buuxanno.",Sidama
Zoonete giddo uurrinsoonniti babbaxxitinoti loosu handaarra woloota uurrinshuwa looso irkisanno; ha?runsannonna qineessanno.,Sidama
Zoonete gashshootita diru baajete mixo qixxeessanno; murote iilliniro loosu aana hossanno gede assanno.,Sidama
Mittu woradi aleenni horo uytanno dagoomunna miinju uurrishshuwa irkisannonna qineessanno.,Sidama
Maganu umo asse gordonna baatto kalaqino.,Sidama
"Hatte yannara, baatto suudu noosekkitenna mullichote; tunsichuno diimete aana no; Maganu Ayyaani wayi iimaanni millisanni no.",Sidama
"Hakkunni gedensaanni Maganu, ®Xawaabba ikko¯ yii; xawaabbano ikki.",Sidama
"Maganuno, xawaabbu dancha ikkinota lai; xawaabbano tunsichuwiinni badi. ",Sidama
"Xawaabbaho, ®Barra¯ tunsichoho, ®Hashsha¯ yee su'ma fushshi; barru hashshi; hashshuno soodi; kuni umi barraati.",Sidama
"Hakkunni gedensaanni Maganu, ®Iimi waa uullahuwiinni badate gordu dukkanu gede ikkona¯ yii;",Sidama
kunni garinni Maganu gordo dukkanu gede asse seekki; qoleno dukkanu gede ikkino gordira aleenninna woroonni noo wayibba badantanno gede assi; yiino gedeno ikki.,Sidama
"Maganu hakkonne dukkana, ®Gordo¯ yii. Barru hashshi; hashshuno soodi; kuni layinki barraati.",Sidama
"Hakkunni gedensaanni Maganu, ®Uulla reqecci yite leeltanno gede, gordoho woroonni noo wayi baalu mitto darga gamba yoo¯ yii; yiino gedeno ikki.",Sidama
"Maganu uulla, ®Baatto¯ yii; mitto darga gamba yiino waano, ®Baara¯ yii; Maganu hakkuno dancha ikkinota lai.",Sidama
"Hakkunni gedensaanni Maganu, ®Baatto laalanno gidenna addi addi mu'ro, sirchi sirchinsa garinni laaltanno haqqe mu'risso¯ yii; yiino gedeno ikki.",Sidama
Baatto guma laalanno gidenna mu'ro sirchi sirchinsa garinni gumu afidhino laalo laaltanno haqqe sirchi sirchinsa garinni mu'rissu. Maganu hakkuno dancha ikkinota lai.,Sidama
Barru hashshi; hashshuno soodi; kuni sayikki barraati.,Sidama
"Hakkunni gedensaanni Maganu, ®Barra hashshuwiinni badate addi addi caabbiyye gordu aana heedho; barruwa, wogganna diro baddanno malaatta ikkito; ",Sidama
baattote xawaabba aate gordu aana heedhe xawisso¯ yii; yiino gedeno ikki. ,Sidama
"Kunni garinni Maganu lame lowiddaanna caabbiyye kalaqi; jawu caabbichi arrishsho barra, shiimu caabbichi aganu hashsha xawanno gede assi; hattono beeddahe kalaqi.",Sidama
"Tenne caabbiyye gordoho wori; konne assinohu, baattote xawaabba uyitanno gede,",Sidama
barrunna hashshu aana roorre heedhannonsa gedeetinna tunsichonna xawaabba baddaraati. Maganu hakkuno dancha ikkino gede lai. ,Sidama
Barru hashshi; hashshuno soodi; kuni shoolki barraati.,Sidama
"Hakkunni gedensaanni Maganu, ®Wayi giddo lubbo afi'rinohu addi addi kalaqami wo'mo; ceano iima buubbo¯ yii. ",Sidama
"Kunni garinni Maganu lowiddaanna baaru moyichubba, wolootano wayi giddo heedhannorenna milli yitannore addi addi kalaqama hattono addi addi dani cea kalaqi. Maganu hakkuno dancha ikkinota lai.",Sidama
"Maganu, ®Qalle qalamme sirchi'ne baaru waa wo'mo; ceano baattote aana batidho¯ yee maassi'rinsa.",Sidama
Barru hashshi; hashshuno soodi; kuni ontikki barraati.,Sidama
"Hakkunni gedensaanni Maganu, ®Baatto addi addi kalaqama lubbo noonsare, addi addi saada, godowunni ha'ranno kalaqamanna moyicho fushshito¯ yii; yiino gedeno ikki;",Sidama
"Kunni garinni Maganu addi addi moyicho, addi addi saada, baattote aana godowunni hadhanno kalaqama danu danunkunni kalaqi. Maganu hakkuno dancha ikkinota lai.",Sidama
"Hakkunni gedensaanni Maganu, ®Manna daninkenninna suudinkenni kalanqo; mannuno baaru giddo hee'ranno qulxu'me, iima buubbanno cea, saadatenna baattote aana godowunni ha'ranno kalaqama, hattono baatto baala gashshona¯ yii.",Sidama
"Maganu manna umisi daninni kalaqi; kalaqinosihuno umisi daninniiti; manna kalaqi woyite, labbaahanna meyata asse kalaqinonsa. ",Sidama
"Maganu manna, ®Ille ilamme, sirchi'ne baatto wo'mo; baattono ki'ne gashshitinannita ikkito; baaru giddo hee'ranno qulxu'mira, gordoho buubbanno cearanna baattote aana milli yaanno kalaqami lubbo afi'rinohu baalu aana roorre afidhe¯ yee maassi'rinsa.",Sidama
"Maganuno, ®Sagale ikkanno'ne gede baatto baalate aana nooha gidu laalchonna guma afidhino laalo uyitanno haqqe baala oommo'ne;Maganuno, ®Sagale ikkanno'ne gede baatto baalate aana nooha gidu laalchonna guma afidhino laalo uyitanno haqqe baala oommo'ne;",Sidama
"hattono baattote aana heedhanno saada duuchantera, iima buubbanno cea duuchantera, baattote aana milli yaannohura lubbo afi'rino kalaqami duuchunkura, sagale ikkitannonsa gede lattino hayissonna haqqe baala oommonsa¯ yii; yiino gedeno ikki",Sidama
Maganu kalaqinoha baala lai; lowo geeshsha dancha ikkinota lai. Barru hashshi; hashshuno soodi; kuni leelki barraati.,Sidama
"Maganu gordonna baatto, giddose noore baala kunni garinni kalaqe gudino.",Sidama
"Leelki barra loososi baalanka gude, lamalki barra fooliishshi'rino. ",Sidama
"Maganu kalaqate loososi baala gude fooliishshi'rino barra ikkino daafira, lamalki barra maassi're baxxinoha assino.",Sidama
Gordunna baatto kalaqantinohu kunni garinniiti. Kaaliiqi Maganu gordonna baatto kalaqi waro ikkino coyi kunninni aane nooho:,Sidama
"Xeena ganinokki daafira, baattote aana mitturichi nafa dimu'rino. Baatto loosanno mannino nookkihura, baattote aana mittu haqqino difulino; mu'rinorino dino.",Sidama
"Ikkollana, baattote giddonni fulanno wayi uulla qufisanni no.",Sidama
"Kaaliiqi Maganu baattote aaninni bushsha haa're, manna bushshunni seekki; sanosirano lubbo aanno foole ufuufi; mannuno lubbo noosi kalaqama ikki.",Sidama
Kaaliiqi Maganu soojjaati ragaanni Edeni Genneti yinanni darga qixxeessi; kalaqino mannano hakkiicho hee'ranno gede wori.,Sidama
Kaaliiqi Maganu illete biiffinota sagalimmate dancha ikkitinota addi addi haqqe mu'risi. Gennetete mereerono heeshsho uyitanno haqqicho no; danchanna busha badde leellishshannoti wole haqqichono no.,Sidama
Genneti hayikkisanno wayi Edeninni fulanno; kuni wayi Edeninni fule shoolewa beehamanno.,Sidama
Umi wayi su'ma Fishooni yinanni; kuni wayi culku noowa Hawiila yinanni baatto baala gaangeesse lolahanno.,Sidama
"Hatte gobba culki xumaho; qoleno, hatte gobbara muxxe ikkitino shittonna muxxe ikkitinoti dilqa kinna no.",Sidama
Layinki wayi su'ma Giyooni yinanni; kuni wayi Itiyophiyu gaangaawira lolahanno.,Sidama
Sayikki wayi su'ma Xegiroosi yinanni; kuni wayi Asoorira soojjaatoonni lolahanno. Shoolki wayi su'ma Efiraaxisi yinanni.,Sidama
"Kaaliiqi Maganu manna, loosannonna agaranno gede, Edeni Gennetete masse wori. ",Sidama
"Kaaliiqi Maganu mannaho, ®Edeni Gennetete noo haqqe baalate laalo ita dandaatto. ",Sidama
"Bushanna dancha bade afate egenno uyitanno haqqicho laalo kayinni ittooti; tenne haqqicho laalo itootto barra, halaalinta reyatto¯ yee kulisi.",Sidama
"Kaaliiqi Maganu, ®Mannu callisi hee'ra dancha di""ikkitino; kunnira, labbannosita kaa'laancho kalanqosi¯ yii.",Sidama
Kaaliiqi Maganu baattote bushshunni saada baalanna cea baala kalaqi. Su'ma fushshanno gedeno haa're Addaamiwa abbi. Addaamino lubbo afi'rino kalaqami baalunkura su'ma fushshi; hatte su'muwano woshshinanninsata ikkitu. ,Sidama
Kunni garinni Addaami ceatenna saada baalantera su'ma fushshinsa. Addaamira kayinni labbannositanna kaa'litannosita dianfoonnisi.,Sidama
"Kunnira, Kaaliiqi Maganu Addaami lowo goxano amaddannosi gede assi. Goxe hee'reenna midaadisinni mitto miqicho haa're, hakko darga maala wonshi. ",Sidama
Kaaliiqi Maganu Addaami midaadinni haa'rino miqicho meyata asse seekki; iseno haa're Addaamiwa abbi.,Sidama
"Addaamino, ®Xa kune ani ane labbannota afi'roommo; kuni miqichi miqicho'yaati; maaluno maala'yaati; labbaahuwiinni anfoonnita ikkitino daafira meyate yinose¯ yii.",Sidama
"Kunnira, mannu annasinna amasi agure, galtesi ledo mitto ikkanno; lamunku mitto biso ikkitanno.",Sidama
Addaaminna galtesi mullootu no; ikkollana mimmitonsa disaalfattino.,Sidama
"Hamashshu Maganu kalaqino moyichi baalunkunni roore xagaraamoho; hamashshu manchote, ®Halaalintanni Maganu Edeni Gennetete noo haqqe baalante laalo ittinannikki gede hoolino'neni?¯ yee xa'mise.",Sidama
"Manchono hamashshoho, ®Edeni Gennetete noo haqqe laalo ita dandiineemmo;",Sidama
"ikkollana Maganu, ?Edeni Gennetete giddo noo haqqicho laalo ittinoonte; kissinoonte; gibbine kissiniro kayinni reyitinanni? yiinonke¯ yite dawartusi.",Sidama
"Hamashshu qole manchote, ®Reyo nafa direyitinanni;",Sidama
"Maganu hatto yiinohu, hattenne haqqicho laalo ittinanni barra ille'ne fa'nitannotanna isi gede danchanna busha baddine affinannire ikkitinannita afinohuraati¯ yiise.",Sidama
"Manchono haqqichote laalo itate halchishshannota, illete biiffinotanna egenno uyitannota ikkitinota affe haadhe ittu; ayiddaanniserano uyitusi; isino iti.",Sidama
"Hakkawoyintenni lamunku elle fa'niteenna mullootu noota huwattu; kunnira, balasete haqqicho daro xaadisse gobbe qodhite teedansa diphitu.",Sidama
"Hatte hawarro Kaaliiqi Maganu Edeni Gennetete giddo ha'ramanna hirbasi macciishshite, Addaaminna galtesi Kaaliiqi Maganu albinni wirri yite Gannatete haqqe mereero maaxantu.",Sidama
"Ikkollana, Kaaliiqi Maganu Addaami woshshe, ®Hiikko nootto?¯ yee xa'misi.",Sidama
